timestamp,shop_id,sku_id,product_category,orders_created,orders_cancelled_pre_ship,orders_shipped,orders_delivered,orders_returned,stock_on_hand,incoming_stock,stockout_flag,price,promotion_flag,product_views,affiliate_orders,active_affiliates,content_view_velocity,operation_mode,constraint_profile,split
2026-06-20 02:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,0,0,0,211,0,0,38000.0,0,51.0,0.0,1.0,38.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 03:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,1,0,0,210,0,0,38000.0,0,2.0,0.0,0.0,42.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 04:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,1,0,0,210,0,0,38000.0,0,1.0,0.0,1.0,20.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 05:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,210,0,0,38000.0,0,11.0,0.0,1.0,54.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 06:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,0,0,0,210,0,0,38000.0,0,30.0,0.0,2.0,91.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 07:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,0,0,0,209,0,0,38000.0,0,48.0,0.0,4.0,58.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 08:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,1,0,0,208,0,0,38000.0,0,120.0,1.0,0.0,57.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 09:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,1,0,0,206,0,0,38000.0,0,241.0,1.0,1.0,50.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 10:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,2,0,0,201,0,0,38000.0,0,63.0,0.0,0.0,77.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 11:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,16,1,5,0,0,200,0,0,38000.0,0,593.0,2.0,1.0,152.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 12:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,1,0,0,184,0,0,38000.0,0,97.0,0.0,5.0,89.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 13:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,15,0,0,182,0,0,38000.0,0,121.0,1.0,1.0,77.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 14:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,2,6,0,179,0,0,38000.0,0,162.0,3.0,0.0,61.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 15:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,3,4,0,174,0,0,38000.0,0,242.0,3.0,1.0,92.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 16:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,5,2,0,169,0,0,38000.0,0,56.0,2.0,1.0,72.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 17:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,7,0,5,6,0,167,0,0,38000.0,0,509.0,0.0,1.0,41.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 18:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,8,0,2,7,0,160,0,0,38000.0,0,217.0,1.0,1.0,69.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 19:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,4,0,7,6,0,152,0,0,38000.0,0,184.0,1.0,1.0,118.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 20:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,15,0,8,1,0,148,0,0,38000.0,0,490.0,5.0,1.0,137.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 21:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,6,0,4,7,0,133,0,0,38000.0,0,280.0,2.0,1.0,74.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 22:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,6,0,15,2,0,127,0,0,38000.0,0,383.0,3.0,2.0,77.0,PRODUCTION,FOOD_DEMO,train
2026-06-20 23:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,6,2,0,121,0,0,38000.0,0,53.0,0.0,3.0,29.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 00:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,6,0,0,120,0,0,38000.0,0,166.0,1.0,1.0,40.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 01:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,1,1,0,117,0,0,38000.0,0,3.0,0.0,5.0,56.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 02:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,3,1,0,117,0,0,38000.0,0,8.0,0.0,1.0,91.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 03:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,0,0,0,117,0,0,38000.0,0,63.0,1.0,0.0,58.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 04:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,116,0,0,38000.0,0,3.0,0.0,1.0,106.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 05:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,1,0,0,116,0,0,38000.0,0,4.0,0.0,3.0,93.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 06:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,0,1,0,116,0,0,38000.0,0,90.0,0.0,2.0,96.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 07:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,0,1,0,113,0,0,38000.0,0,88.0,1.0,5.0,50.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 08:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,3,2,0,111,0,0,38000.0,0,102.0,1.0,2.0,101.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 09:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,2,5,0,109,0,0,38000.0,0,83.0,0.0,1.0,53.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 10:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,2,1,0,108,0,0,38000.0,0,268.0,3.0,0.0,88.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 11:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,1,14,0,103,0,0,38000.0,0,165.0,2.0,5.0,96.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 12:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,5,2,0,100,0,0,38000.0,0,158.0,1.0,1.0,104.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 13:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,11,2,3,3,0,97,0,0,38000.0,0,554.0,1.0,0.0,86.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 14:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,4,0,3,5,0,86,0,0,38000.0,0,137.0,0.0,2.0,26.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 15:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,9,4,0,82,0,0,38000.0,0,213.0,2.0,0.0,47.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 16:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,7,0,4,2,0,77,0,0,38000.0,0,505.0,1.0,1.0,40.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 17:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,1,5,7,0,70,0,0,38000.0,0,76.0,0.0,3.0,71.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 18:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,7,0,7,8,0,237,169,0,38000.0,0,191.0,2.0,3.0,81.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 19:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,7,0,1,4,0,230,0,0,38000.0,0,255.0,0.0,2.0,108.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 20:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,7,14,0,223,0,0,38000.0,0,53.0,1.0,2.0,116.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 21:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,9,1,7,6,0,222,0,0,38000.0,0,226.0,3.0,0.0,99.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 22:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,1,5,0,213,0,0,38000.0,0,134.0,0.0,3.0,52.0,PRODUCTION,FOOD_DEMO,train
2026-06-21 23:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,8,1,0,208,0,0,38000.0,0,156.0,1.0,1.0,56.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 00:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,5,3,0,205,0,0,38000.0,0,12.0,0.0,1.0,74.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 01:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,3,0,0,205,0,0,38000.0,0,54.0,0.0,3.0,69.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 02:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,203,0,0,38000.0,0,7.0,0.0,0.0,48.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 03:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,2,1,0,203,0,0,38000.0,0,6.0,0.0,3.0,30.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 04:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,203,0,0,38000.0,0,5.0,0.0,2.0,57.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 05:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,203,0,0,38000.0,0,3.0,0.0,1.0,41.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 06:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,3,0,203,0,0,38000.0,0,1.0,0.0,2.0,72.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 07:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,2,0,203,0,0,38000.0,0,3.0,0.0,5.0,22.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 08:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,0,2,0,203,0,0,38000.0,0,78.0,0.0,0.0,132.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 09:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,0,1,0,200,0,0,38000.0,0,55.0,0.0,0.0,45.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 10:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,3,5,0,198,0,0,38000.0,0,76.0,0.0,1.0,86.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 11:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,7,1,2,3,0,196,0,0,38000.0,0,475.0,1.0,1.0,53.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 12:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,6,1,2,3,0,189,0,0,38000.0,0,317.0,2.0,1.0,14.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 13:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,1,6,8,0,183,0,0,38000.0,0,140.0,1.0,2.0,95.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 14:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,5,4,0,180,0,0,38000.0,0,160.0,1.0,3.0,75.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 15:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,2,5,0,177,0,0,38000.0,0,227.0,1.0,3.0,118.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 16:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,7,0,3,7,0,172,0,0,38000.0,0,327.0,3.0,1.0,26.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 17:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,9,1,5,1,0,165,0,0,38000.0,0,396.0,3.0,2.0,101.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 18:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,7,7,0,156,0,0,38000.0,0,166.0,0.0,1.0,57.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 19:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,11,0,8,6,1,151,0,0,38000.0,0,309.0,4.0,2.0,70.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 20:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,4,0,5,1,0,140,0,0,38000.0,0,156.0,2.0,5.0,67.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 21:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,11,8,0,136,0,0,38000.0,0,130.0,0.0,2.0,54.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 22:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,4,5,0,133,0,0,38000.0,0,48.0,0.0,0.0,45.0,PRODUCTION,FOOD_DEMO,train
2026-06-22 23:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,3,3,0,132,0,0,38000.0,0,41.0,1.0,1.0,31.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 00:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,1,0,0,129,0,0,38000.0,0,40.0,0.0,3.0,32.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 01:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,3,2,0,128,0,0,38000.0,0,3.0,0.0,2.0,107.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 02:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,1,0,0,128,0,0,38000.0,0,4.0,0.0,2.0,63.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 03:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,128,0,0,38000.0,0,8.0,0.0,5.0,40.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 04:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,128,0,0,38000.0,0,6.0,0.0,1.0,80.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 05:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,128,0,0,38000.0,0,4.0,0.0,0.0,42.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 06:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,0,0,0,128,0,0,38000.0,0,74.0,1.0,5.0,106.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 07:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,127,0,0,38000.0,0,12.0,0.0,2.0,64.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 08:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,1,2,0,127,0,0,38000.0,0,55.0,0.0,0.0,67.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 09:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,1,0,126,0,0,38000.0,0,7.0,0.0,1.0,82.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 10:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,1,2,0,126,0,0,38000.0,0,121.0,1.0,0.0,52.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 11:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,0,6,0,123,0,0,38000.0,0,121.0,2.0,0.0,73.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 12:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,10,0,3,5,0,120,0,0,38000.0,0,552.0,6.0,0.0,76.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 13:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,3,2,1,110,0,0,38000.0,0,135.0,1.0,7.0,55.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 14:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,10,3,0,294,187,0,38000.0,0,68.0,0.0,1.0,42.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 15:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,8,0,3,5,0,293,0,0,38000.0,0,353.0,1.0,0.0,52.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 16:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,9,1,1,7,0,285,0,0,38000.0,0,396.0,2.0,2.0,79.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 17:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,1,8,8,0,276,0,0,38000.0,0,190.0,2.0,3.0,83.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 18:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,8,5,1,271,0,0,38000.0,0,69.0,0.0,2.0,57.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 19:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,4,11,0,269,0,0,38000.0,0,2.0,0.0,5.0,85.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 20:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,6,0,2,4,1,269,0,0,38000.0,0,254.0,3.0,1.0,64.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 21:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,0,3,0,263,0,0,38000.0,0,73.0,0.0,2.0,43.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 22:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,6,1,0,261,0,0,38000.0,0,119.0,0.0,0.0,70.0,PRODUCTION,FOOD_DEMO,train
2026-06-23 23:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,4,0,2,2,0,258,0,0,38000.0,0,141.0,0.0,1.0,65.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 00:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,1,3,1,0,254,0,0,38000.0,0,174.0,1.0,3.0,98.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 01:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,4,0,0,251,0,0,38000.0,0,2.0,0.0,5.0,60.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 02:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,2,0,0,251,0,0,38000.0,0,33.0,0.0,0.0,56.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 03:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,250,0,0,38000.0,0,5.0,0.0,2.0,43.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 04:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,1,0,0,250,0,0,38000.0,0,3.0,0.0,1.0,89.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 05:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,250,0,0,38000.0,0,2.0,0.0,2.0,59.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 06:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,1,0,250,0,0,38000.0,0,13.0,0.0,0.0,89.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 07:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,250,0,0,38000.0,0,10.0,0.0,2.0,94.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 08:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,0,1,0,250,0,0,38000.0,0,88.0,0.0,0.0,47.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 09:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,0,0,0,248,0,0,38000.0,0,46.0,2.0,0.0,47.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 10:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,11,2,2,2,0,246,0,0,38000.0,0,450.0,4.0,1.0,68.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 11:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,2,3,0,235,0,0,38000.0,0,71.0,1.0,2.0,53.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 12:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,9,10,0,233,0,0,38000.0,0,8.0,0.0,5.0,49.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 13:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,2,3,0,233,0,0,38000.0,0,69.0,0.0,1.0,46.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 14:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,0,1,0,232,0,0,38000.0,0,57.0,0.0,2.0,60.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 15:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,1,8,0,230,0,0,38000.0,0,32.0,0.0,0.0,35.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 16:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,2,0,2,8,0,229,0,0,38000.0,0,42.0,0.0,0.0,47.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 17:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,4,0,1,4,0,227,0,0,38000.0,0,163.0,1.0,1.0,134.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 18:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,2,2,0,223,0,0,38000.0,0,297.0,3.0,1.0,84.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 19:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,4,0,0,218,0,0,38000.0,0,35.0,0.0,2.0,42.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 20:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,5,6,0,217,0,0,38000.0,0,5.0,0.0,2.0,92.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 21:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,6,0,1,1,0,217,0,0,38000.0,0,476.0,3.0,1.0,72.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 22:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,5,0,0,3,0,211,0,0,38000.0,0,144.0,1.0,0.0,98.0,PRODUCTION,FOOD_DEMO,train
2026-06-24 23:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,3,0,6,3,0,206,0,0,38000.0,0,80.0,0.0,1.0,92.0,PRODUCTION,FOOD_DEMO,train
2026-06-25 00:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,5,2,0,203,0,0,38000.0,0,7.0,0.0,4.0,29.0,PRODUCTION,FOOD_DEMO,train
2026-06-25 01:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,3,0,0,203,0,0,38000.0,0,2.0,0.0,4.0,22.0,PRODUCTION,FOOD_DEMO,train
2026-06-25 02:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,1,0,203,0,0,38000.0,0,7.0,0.0,4.0,53.0,PRODUCTION,FOOD_DEMO,train
2026-06-25 03:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,0,0,0,203,0,0,38000.0,0,26.0,0.0,4.0,66.0,PRODUCTION,FOOD_DEMO,train
2026-06-25 04:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,0,0,0,0,0,202,0,0,38000.0,0,1.0,0.0,0.0,74.0,PRODUCTION,FOOD_DEMO,train
2026-06-25 05:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,0,1,0,0,202,0,0,38000.0,0,35.0,1.0,2.0,44.0,PRODUCTION,FOOD_DEMO,train
2026-06-25 06:00:00+07:00,SHOP-DEMO-01,SKU-001,packaged_food,1,1,0,0,0,201,0,0,38000.0,0,37.0,0.0,2.0,104.0,PRODUCTION,FOOD_DEMO,train
