timestamp,sku_id,fulfillment_demand,target_demand_24h,target_censored_24h,target_demand_48h,target_censored_48h,target_demand_72h,target_censored_72h,split
2026-06-20 10:00:00+07:00,SKU-001,1.0,89.0,0,161.0,0,232.0,0,train
2026-06-20 11:00:00+07:00,SKU-001,16.0,76.0,0,151.0,0,218.0,0,train
2026-06-20 12:00:00+07:00,SKU-001,2.0,77.0,0,155.0,0,226.0,0,train
2026-06-20 13:00:00+07:00,SKU-001,3.0,84.0,0,155.0,0,226.0,0,train
2026-06-20 14:00:00+07:00,SKU-001,5.0,83.0,0,153.0,0,222.0,0,train
2026-06-20 15:00:00+07:00,SKU-001,4.0,84.0,0,154.0,0,226.0,0,train
2026-06-20 16:00:00+07:00,SKU-001,2.0,89.0,0,159.0,0,233.0,0,train
2026-06-20 17:00:00+07:00,SKU-001,6.0,85.0,0,161.0,0,232.0,0,train
2026-06-20 18:00:00+07:00,SKU-001,7.0,85.0,0,159.0,0,227.0,0,train
2026-06-20 19:00:00+07:00,SKU-001,4.0,87.0,0,166.0,0,223.0,0,train
2026-06-20 20:00:00+07:00,SKU-001,14.0,74.0,0,156.0,0,214.0,0,train
2026-06-20 21:00:00+07:00,SKU-001,5.0,77.0,0,154.0,0,211.0,0,train
2026-06-20 22:00:00+07:00,SKU-001,6.0,75.0,0,149.0,0,207.0,0,train
2026-06-20 23:00:00+07:00,SKU-001,1.0,77.0,0,151.0,0,210.0,0,train
2026-06-21 00:00:00+07:00,SKU-001,3.0,74.0,0,149.0,0,210.0,0,train
2026-06-21 01:00:00+07:00,SKU-001,0.0,76.0,0,149.0,0,210.0,0,train
2026-06-21 02:00:00+07:00,SKU-001,0.0,76.0,0,149.0,0,211.0,0,train
2026-06-21 03:00:00+07:00,SKU-001,1.0,75.0,0,148.0,0,210.0,0,train
2026-06-21 04:00:00+07:00,SKU-001,0.0,75.0,0,148.0,0,210.0,0,train
2026-06-21 05:00:00+07:00,SKU-001,0.0,75.0,0,148.0,0,210.0,0,train
2026-06-21 06:00:00+07:00,SKU-001,1.0,74.0,0,148.0,0,209.0,0,train
2026-06-21 07:00:00+07:00,SKU-001,1.0,73.0,0,147.0,0,208.0,0,train
2026-06-21 08:00:00+07:00,SKU-001,2.0,74.0,0,146.0,0,208.0,0,train
2026-06-21 09:00:00+07:00,SKU-001,1.0,75.0,0,145.0,0,209.0,0,train
2026-06-21 10:00:00+07:00,SKU-001,5.0,72.0,0,143.0,0,215.0,0,train
2026-06-21 11:00:00+07:00,SKU-001,3.0,75.0,0,142.0,0,214.0,0,train
2026-06-21 12:00:00+07:00,SKU-001,3.0,78.0,0,149.0,0,211.0,0,train
2026-06-21 13:00:00+07:00,SKU-001,10.0,71.0,0,142.0,0,202.0,0,train
2026-06-21 14:00:00+07:00,SKU-001,4.0,70.0,0,139.0,0,200.0,0,train
2026-06-21 15:00:00+07:00,SKU-001,5.0,70.0,0,142.0,0,196.0,0,train
2026-06-21 16:00:00+07:00,SKU-001,7.0,70.0,0,144.0,0,191.0,0,train
2026-06-21 17:00:00+07:00,SKU-001,2.0,76.0,0,147.0,0,193.0,0,train
2026-06-21 18:00:00+07:00,SKU-001,7.0,74.0,0,142.0,0,191.0,0,train
2026-06-21 19:00:00+07:00,SKU-001,6.0,79.0,0,136.0,0,186.0,0,train
2026-06-21 20:00:00+07:00,SKU-001,1.0,82.0,0,140.0,0,185.0,0,train
2026-06-21 21:00:00+07:00,SKU-001,8.0,77.0,0,134.0,0,183.0,0,train
2026-06-21 22:00:00+07:00,SKU-001,4.0,74.0,0,132.0,0,184.0,0,train
2026-06-21 23:00:00+07:00,SKU-001,3.0,74.0,0,133.0,0,183.0,0,train
2026-06-22 00:00:00+07:00,SKU-001,0.0,75.0,0,136.0,0,183.0,0,train
2026-06-22 01:00:00+07:00,SKU-001,2.0,73.0,0,134.0,0,181.0,0,train
2026-06-22 02:00:00+07:00,SKU-001,0.0,73.0,0,135.0,0,181.0,0,train
2026-06-22 03:00:00+07:00,SKU-001,0.0,73.0,0,135.0,0,182.0,0,train
2026-06-22 04:00:00+07:00,SKU-001,0.0,73.0,0,135.0,0,182.0,0,train
2026-06-22 05:00:00+07:00,SKU-001,0.0,73.0,0,135.0,0,183.0,0,train
2026-06-22 06:00:00+07:00,SKU-001,0.0,74.0,0,135.0,0,184.0,0,train
2026-06-22 07:00:00+07:00,SKU-001,0.0,74.0,0,135.0,0,185.0,0,train
2026-06-22 08:00:00+07:00,SKU-001,3.0,72.0,0,134.0,0,184.0,0,train
2026-06-22 09:00:00+07:00,SKU-001,2.0,70.0,0,134.0,0,184.0,0,train
2026-06-22 10:00:00+07:00,SKU-001,2.0,71.0,0,143.0,0,185.0,0,train
2026-06-22 11:00:00+07:00,SKU-001,6.0,67.0,0,139.0,0,181.0,0,train
2026-06-22 12:00:00+07:00,SKU-001,6.0,71.0,0,133.0,0,176.0,0,train
2026-06-22 13:00:00+07:00,SKU-001,3.0,71.0,0,131.0,0,176.0,0,train
2026-06-22 14:00:00+07:00,SKU-001,3.0,69.0,0,130.0,0,181.0,0,train
2026-06-22 15:00:00+07:00,SKU-001,5.0,72.0,0,126.0,0,180.0,0,train
2026-06-22 16:00:00+07:00,SKU-001,7.0,74.0,0,121.0,0,178.0,0,train
2026-06-22 17:00:00+07:00,SKU-001,8.0,71.0,0,117.0,0,175.0,0,train
2026-06-22 18:00:00+07:00,SKU-001,5.0,68.0,0,117.0,0,173.0,0,train
2026-06-22 19:00:00+07:00,SKU-001,11.0,57.0,0,107.0,0,167.0,0,train
2026-06-22 20:00:00+07:00,SKU-001,4.0,58.0,0,103.0,0,164.0,0,train
2026-06-22 21:00:00+07:00,SKU-001,3.0,57.0,0,106.0,0,163.0,0,train
2026-06-22 22:00:00+07:00,SKU-001,1.0,58.0,0,110.0,0,167.0,0,train
2026-06-22 23:00:00+07:00,SKU-001,3.0,59.0,0,109.0,0,165.0,0,train
2026-06-23 00:00:00+07:00,SKU-001,1.0,61.0,0,108.0,0,164.0,0,train
2026-06-23 01:00:00+07:00,SKU-001,0.0,61.0,0,108.0,0,164.0,0,train
2026-06-23 02:00:00+07:00,SKU-001,0.0,62.0,0,108.0,0,165.0,0,train
2026-06-23 03:00:00+07:00,SKU-001,0.0,62.0,0,109.0,0,165.0,0,train
2026-06-23 04:00:00+07:00,SKU-001,0.0,62.0,0,109.0,0,166.0,0,train
2026-06-23 05:00:00+07:00,SKU-001,0.0,62.0,0,110.0,0,166.0,0,train
2026-06-23 06:00:00+07:00,SKU-001,1.0,61.0,0,110.0,0,165.0,0,train
2026-06-23 07:00:00+07:00,SKU-001,0.0,61.0,0,111.0,0,170.0,0,train
2026-06-23 08:00:00+07:00,SKU-001,1.0,62.0,0,112.0,0,173.0,0,train
2026-06-23 09:00:00+07:00,SKU-001,0.0,64.0,0,114.0,0,175.0,0,train
2026-06-23 10:00:00+07:00,SKU-001,3.0,72.0,0,114.0,0,175.0,0,train
2026-06-23 11:00:00+07:00,SKU-001,2.0,72.0,0,114.0,0,181.0,0,train
2026-06-23 12:00:00+07:00,SKU-001,10.0,62.0,0,105.0,0,171.0,0,train
2026-06-23 13:00:00+07:00,SKU-001,3.0,60.0,0,105.0,0,169.0,0,train
2026-06-23 14:00:00+07:00,SKU-001,1.0,61.0,0,112.0,0,172.0,0,train
2026-06-23 15:00:00+07:00,SKU-001,8.0,54.0,0,108.0,0,164.0,0,train
2026-06-23 16:00:00+07:00,SKU-001,9.0,47.0,0,104.0,0,161.0,0,train
2026-06-23 17:00:00+07:00,SKU-001,5.0,46.0,0,104.0,0,159.0,0,train
2026-06-23 18:00:00+07:00,SKU-001,2.0,49.0,0,105.0,0,166.0,0,train
2026-06-23 19:00:00+07:00,SKU-001,0.0,50.0,0,110.0,0,174.0,0,train
2026-06-23 20:00:00+07:00,SKU-001,5.0,45.0,0,106.0,0,174.0,0,train
2026-06-23 21:00:00+07:00,SKU-001,2.0,49.0,0,106.0,0,173.0,0,train
2026-06-23 22:00:00+07:00,SKU-001,2.0,52.0,0,109.0,0,177.0,0,train
2026-06-23 23:00:00+07:00,SKU-001,4.0,50.0,0,106.0,0,174.0,0,train
2026-06-24 00:00:00+07:00,SKU-001,3.0,47.0,0,103.0,0,172.0,0,train
2026-06-24 01:00:00+07:00,SKU-001,0.0,47.0,0,103.0,0,173.0,0,train
2026-06-24 02:00:00+07:00,SKU-001,1.0,46.0,0,103.0,0,172.0,0,train
2026-06-24 03:00:00+07:00,SKU-001,0.0,47.0,0,103.0,0,175.0,0,train
2026-06-24 04:00:00+07:00,SKU-001,0.0,47.0,0,104.0,0,175.0,0,train
2026-06-24 05:00:00+07:00,SKU-001,0.0,48.0,0,104.0,0,176.0,0,train
2026-06-24 06:00:00+07:00,SKU-001,0.0,49.0,0,104.0,0,179.0,0,train
2026-06-24 07:00:00+07:00,SKU-001,0.0,50.0,0,109.0,0,182.0,0,train
2026-06-24 08:00:00+07:00,SKU-001,2.0,50.0,0,111.0,0,183.0,0,train
2026-06-24 09:00:00+07:00,SKU-001,2.0,50.0,0,111.0,0,193.0,0,train
2026-06-24 10:00:00+07:00,SKU-001,11.0,42.0,0,103.0,0,190.0,0,train
2026-06-24 11:00:00+07:00,SKU-001,2.0,42.0,0,109.0,0,195.0,1,train
2026-06-24 12:00:00+07:00,SKU-001,0.0,43.0,0,109.0,0,195.0,1,train
2026-06-24 13:00:00+07:00,SKU-001,1.0,45.0,0,109.0,0,194.0,1,train
2026-06-24 14:00:00+07:00,SKU-001,2.0,51.0,0,111.0,0,192.0,1,train
2026-06-24 15:00:00+07:00,SKU-001,1.0,54.0,0,110.0,0,191.0,1,train
2026-06-24 16:00:00+07:00,SKU-001,2.0,57.0,0,114.0,0,189.0,1,train
2026-06-24 17:00:00+07:00,SKU-001,4.0,58.0,0,113.0,0,185.0,1,train
2026-06-24 18:00:00+07:00,SKU-001,5.0,56.0,0,117.0,0,180.0,1,train
2026-06-24 19:00:00+07:00,SKU-001,1.0,60.0,0,124.0,0,179.0,1,train
2026-06-24 20:00:00+07:00,SKU-001,0.0,61.0,0,129.0,0,179.0,1,train
2026-06-24 21:00:00+07:00,SKU-001,6.0,57.0,0,124.0,0,173.0,1,train
2026-06-24 22:00:00+07:00,SKU-001,5.0,57.0,0,125.0,0,168.0,1,train
2026-06-24 23:00:00+07:00,SKU-001,2.0,56.0,0,124.0,0,166.0,1,train
2026-06-25 00:00:00+07:00,SKU-001,0.0,56.0,0,125.0,0,166.0,1,train
2026-06-25 01:00:00+07:00,SKU-001,0.0,56.0,0,126.0,0,166.0,1,train
2026-06-25 02:00:00+07:00,SKU-001,0.0,57.0,0,126.0,0,168.0,1,train
2026-06-25 03:00:00+07:00,SKU-001,1.0,56.0,0,128.0,0,167.0,1,train
2026-06-25 04:00:00+07:00,SKU-001,0.0,57.0,0,128.0,0,167.0,1,train
2026-06-25 05:00:00+07:00,SKU-001,1.0,56.0,0,128.0,0,168.0,1,train
2026-06-25 06:00:00+07:00,SKU-001,1.0,55.0,0,130.0,0,167.0,1,train
2026-06-25 07:00:00+07:00,SKU-001,1.0,59.0,0,132.0,0,168.0,1,train
2026-06-25 08:00:00+07:00,SKU-001,2.0,61.0,0,133.0,0,180.0,1,train
2026-06-25 09:00:00+07:00,SKU-001,2.0,61.0,0,143.0,0,180.0,1,train
2026-06-25 10:00:00+07:00,SKU-001,3.0,61.0,0,148.0,0,181.0,1,train
2026-06-25 11:00:00+07:00,SKU-001,2.0,67.0,0,153.0,1,195.0,1,train
2026-06-25 12:00:00+07:00,SKU-001,1.0,66.0,0,152.0,1,203.0,1,train
2026-06-25 13:00:00+07:00,SKU-001,3.0,64.0,0,149.0,1,204.0,1,train
2026-06-25 14:00:00+07:00,SKU-001,8.0,60.0,0,141.0,1,208.0,1,train
2026-06-25 15:00:00+07:00,SKU-001,4.0,56.0,0,137.0,1,211.0,1,train
2026-06-25 16:00:00+07:00,SKU-001,5.0,57.0,0,132.0,1,215.0,1,train
2026-06-25 17:00:00+07:00,SKU-001,5.0,55.0,0,127.0,1,225.0,1,train
2026-06-25 18:00:00+07:00,SKU-001,3.0,61.0,0,124.0,1,235.0,1,train
2026-06-25 19:00:00+07:00,SKU-001,5.0,64.0,0,119.0,1,231.0,1,train
2026-06-25 20:00:00+07:00,SKU-001,1.0,68.0,0,118.0,1,230.0,1,train
2026-06-25 21:00:00+07:00,SKU-001,2.0,67.0,0,116.0,1,228.0,1,train
2026-06-25 22:00:00+07:00,SKU-001,5.0,68.0,0,111.0,1,223.0,1,train
2026-06-25 23:00:00+07:00,SKU-001,1.0,68.0,0,110.0,1,222.0,1,train
2026-06-26 00:00:00+07:00,SKU-001,0.0,69.0,0,110.0,1,222.0,1,train
2026-06-26 01:00:00+07:00,SKU-001,0.0,70.0,0,110.0,1,222.0,1,train
2026-06-26 02:00:00+07:00,SKU-001,1.0,69.0,0,111.0,1,221.0,1,train
2026-06-26 03:00:00+07:00,SKU-001,0.0,72.0,0,111.0,1,221.0,1,train
2026-06-26 04:00:00+07:00,SKU-001,1.0,71.0,0,110.0,1,220.0,1,train
2026-06-26 05:00:00+07:00,SKU-001,0.0,72.0,0,112.0,1,220.0,1,train
2026-06-26 06:00:00+07:00,SKU-001,0.0,75.0,0,112.0,1,220.0,1,train
2026-06-26 07:00:00+07:00,SKU-001,5.0,73.0,0,109.0,1,215.0,1,train
2026-06-26 08:00:00+07:00,SKU-001,4.0,72.0,0,119.0,1,211.0,1,train
2026-06-26 09:00:00+07:00,SKU-001,2.0,82.0,0,119.0,1,209.0,1,train
2026-06-26 10:00:00+07:00,SKU-001,3.0,87.0,0,120.0,1,206.0,1,train
2026-06-26 11:00:00+07:00,SKU-001,8.0,86.0,1,128.0,1,198.0,1,train
2026-06-26 12:00:00+07:00,SKU-001,0.0,86.0,1,137.0,1,198.0,1,train
2026-06-26 13:00:00+07:00,SKU-001,1.0,85.0,1,140.0,1,197.0,1,train
2026-06-26 14:00:00+07:00,SKU-001,4.0,81.0,1,148.0,1,198.0,1,train
2026-06-26 15:00:00+07:00,SKU-001,0.0,81.0,1,155.0,1,205.0,1,train
2026-06-26 16:00:00+07:00,SKU-001,6.0,75.0,1,158.0,1,205.0,1,train
2026-06-26 17:00:00+07:00,SKU-001,3.0,72.0,1,170.0,1,210.0,1,train
2026-06-26 18:00:00+07:00,SKU-001,9.0,63.0,1,174.0,1,216.0,1,train
2026-06-26 19:00:00+07:00,SKU-001,8.0,55.0,1,167.0,1,218.0,1,train
2026-06-26 20:00:00+07:00,SKU-001,5.0,50.0,1,162.0,1,229.0,1,train
2026-06-26 21:00:00+07:00,SKU-001,1.0,49.0,1,161.0,1,231.0,1,train
2026-06-26 22:00:00+07:00,SKU-001,6.0,43.0,1,155.0,1,228.0,1,train
2026-06-26 23:00:00+07:00,SKU-001,1.0,42.0,1,154.0,1,231.0,1,train
2026-06-27 00:00:00+07:00,SKU-001,1.0,41.0,1,153.0,1,230.0,1,train
2026-06-27 01:00:00+07:00,SKU-001,1.0,40.0,1,152.0,1,230.0,1,train
2026-06-27 02:00:00+07:00,SKU-001,0.0,42.0,1,152.0,1,231.0,1,train
2026-06-27 03:00:00+07:00,SKU-001,3.0,39.0,1,149.0,1,229.0,1,train
2026-06-27 04:00:00+07:00,SKU-001,0.0,39.0,1,149.0,1,229.0,1,train
2026-06-27 05:00:00+07:00,SKU-001,1.0,40.0,1,148.0,1,229.0,1,train
2026-06-27 06:00:00+07:00,SKU-001,3.0,37.0,1,145.0,1,227.0,1,train
2026-06-27 07:00:00+07:00,SKU-001,3.0,36.0,1,142.0,1,226.0,1,train
2026-06-27 08:00:00+07:00,SKU-001,3.0,47.0,1,139.0,1,228.0,1,train
2026-06-27 09:00:00+07:00,SKU-001,12.0,37.0,1,127.0,1,219.0,1,train
2026-06-27 10:00:00+07:00,SKU-001,8.0,33.0,1,119.0,1,213.0,1,train
2026-06-27 11:00:00+07:00,SKU-001,7.0,42.0,1,112.0,1,209.0,1,train
2026-06-27 12:00:00+07:00,SKU-001,0.0,51.0,1,112.0,1,213.0,1,train
2026-06-27 13:00:00+07:00,SKU-001,0.0,55.0,1,112.0,1,216.0,1,train
2026-06-27 14:00:00+07:00,SKU-001,0.0,67.0,1,117.0,1,221.0,1,train
2026-06-27 15:00:00+07:00,SKU-001,0.0,74.0,1,124.0,1,223.0,1,train
2026-06-27 16:00:00+07:00,SKU-001,0.0,83.0,1,130.0,1,227.0,1,train
2026-06-27 17:00:00+07:00,SKU-001,0.0,98.0,1,138.0,1,229.0,1,train
2026-06-27 18:00:00+07:00,SKU-001,0.0,111.0,1,153.0,1,232.0,1,train
2026-06-27 19:00:00+07:00,SKU-001,0.0,112.0,1,163.0,1,239.0,1,train
2026-06-27 20:00:00+07:00,SKU-001,0.0,112.0,1,179.0,1,240.0,1,train
2026-06-27 21:00:00+07:00,SKU-001,0.0,112.0,1,182.0,1,240.0,1,train
2026-06-27 22:00:00+07:00,SKU-001,0.0,112.0,1,185.0,1,240.0,1,train
2026-06-27 23:00:00+07:00,SKU-001,0.0,112.0,1,189.0,1,240.0,1,train
2026-06-28 00:00:00+07:00,SKU-001,0.0,112.0,1,189.0,1,240.0,1,train
2026-06-28 01:00:00+07:00,SKU-001,0.0,112.0,1,190.0,1,240.0,1,train
2026-06-28 02:00:00+07:00,SKU-001,2.0,110.0,1,189.0,1,238.0,1,train
2026-06-28 03:00:00+07:00,SKU-001,0.0,110.0,1,190.0,1,238.0,1,train
2026-06-28 04:00:00+07:00,SKU-001,0.0,110.0,1,190.0,1,238.0,1,train
2026-06-28 05:00:00+07:00,SKU-001,2.0,108.0,1,189.0,1,236.0,1,train
2026-06-28 06:00:00+07:00,SKU-001,0.0,108.0,1,190.0,1,236.0,1,train
2026-06-28 07:00:00+07:00,SKU-001,2.0,106.0,1,190.0,1,234.0,1,train
2026-06-28 08:00:00+07:00,SKU-001,14.0,92.0,1,181.0,1,220.0,1,train
2026-06-28 09:00:00+07:00,SKU-001,2.0,90.0,1,182.0,1,218.0,1,train
2026-06-28 10:00:00+07:00,SKU-001,4.0,86.0,1,180.0,1,214.0,1,train
2026-06-28 11:00:00+07:00,SKU-001,16.0,70.0,1,167.0,1,198.0,1,train
2026-06-28 12:00:00+07:00,SKU-001,9.0,61.0,1,162.0,1,189.0,1,train
2026-06-28 13:00:00+07:00,SKU-001,4.0,57.0,1,161.0,1,185.0,1,train
2026-06-28 14:00:00+07:00,SKU-001,12.0,50.0,1,154.0,1,177.0,1,train
2026-06-28 15:00:00+07:00,SKU-001,7.0,50.0,1,149.0,1,171.0,1,train
2026-06-28 16:00:00+07:00,SKU-001,9.0,47.0,1,144.0,1,165.0,1,train
2026-06-28 17:00:00+07:00,SKU-001,15.0,40.0,1,131.0,1,153.0,1,train
2026-06-28 18:00:00+07:00,SKU-001,13.0,42.0,1,121.0,1,145.0,1,train
2026-06-28 19:00:00+07:00,SKU-001,1.0,51.0,1,127.0,1,145.0,1,train
2026-06-28 20:00:00+07:00,SKU-001,0.0,67.0,1,128.0,1,152.0,1,train
2026-06-28 21:00:00+07:00,SKU-001,0.0,70.0,1,128.0,1,154.0,1,train
2026-06-28 22:00:00+07:00,SKU-001,0.0,73.0,1,128.0,1,158.0,1,train
2026-06-28 23:00:00+07:00,SKU-001,0.0,77.0,1,128.0,1,159.0,1,train
2026-06-29 00:00:00+07:00,SKU-001,0.0,77.0,1,128.0,1,160.0,1,train
2026-06-29 01:00:00+07:00,SKU-001,0.0,78.0,1,128.0,1,161.0,1,train
2026-06-29 02:00:00+07:00,SKU-001,0.0,79.0,1,128.0,1,161.0,1,train
2026-06-29 03:00:00+07:00,SKU-001,0.0,80.0,1,128.0,1,161.0,1,train
2026-06-29 04:00:00+07:00,SKU-001,0.0,80.0,1,128.0,1,162.0,1,train
2026-06-29 05:00:00+07:00,SKU-001,0.0,81.0,1,128.0,1,162.0,1,train
2026-06-29 06:00:00+07:00,SKU-001,0.0,82.0,1,128.0,1,164.0,1,train
2026-06-29 07:00:00+07:00,SKU-001,0.0,84.0,1,128.0,1,170.0,1,train
2026-06-29 08:00:00+07:00,SKU-001,0.0,89.0,1,128.0,1,171.0,1,train
2026-06-29 09:00:00+07:00,SKU-001,0.0,92.0,1,128.0,1,172.0,1,train
2026-06-29 10:00:00+07:00,SKU-001,0.0,94.0,1,128.0,1,175.0,1,train
2026-06-29 11:00:00+07:00,SKU-001,0.0,97.0,1,128.0,1,182.0,1,train
2026-06-29 12:00:00+07:00,SKU-001,0.0,101.0,1,128.0,1,190.0,1,train
2026-06-29 13:00:00+07:00,SKU-001,0.0,104.0,0,128.0,1,197.0,1,train
2026-06-29 14:00:00+07:00,SKU-001,5.0,104.0,0,127.0,1,197.0,1,train
2026-06-29 15:00:00+07:00,SKU-001,7.0,99.0,0,121.0,1,194.0,1,train
2026-06-29 16:00:00+07:00,SKU-001,6.0,97.0,0,118.0,1,190.0,1,train
2026-06-29 17:00:00+07:00,SKU-001,8.0,91.0,0,113.0,1,185.0,1,train
2026-06-29 18:00:00+07:00,SKU-001,15.0,79.0,0,103.0,1,171.0,1,train
2026-06-29 19:00:00+07:00,SKU-001,10.0,76.0,0,94.0,1,165.0,1,train
2026-06-29 20:00:00+07:00,SKU-001,16.0,61.0,0,85.0,1,156.0,1,train
2026-06-29 21:00:00+07:00,SKU-001,3.0,58.0,1,84.0,1,159.0,1,train
2026-06-29 22:00:00+07:00,SKU-001,3.0,55.0,1,85.0,1,156.0,1,train
2026-06-29 23:00:00+07:00,SKU-001,4.0,51.0,1,82.0,1,152.0,1,train
2026-06-30 00:00:00+07:00,SKU-001,0.0,51.0,1,83.0,1,152.0,1,train
2026-06-30 01:00:00+07:00,SKU-001,1.0,50.0,1,83.0,1,153.0,1,train
2026-06-30 02:00:00+07:00,SKU-001,1.0,49.0,1,82.0,1,154.0,1,train
2026-06-30 03:00:00+07:00,SKU-001,1.0,48.0,1,81.0,1,153.0,1,train
2026-06-30 04:00:00+07:00,SKU-001,0.0,48.0,1,82.0,1,153.0,1,train
2026-06-30 05:00:00+07:00,SKU-001,1.0,47.0,1,81.0,1,152.0,1,train
2026-06-30 06:00:00+07:00,SKU-001,1.0,46.0,1,82.0,1,153.0,1,train
2026-06-30 07:00:00+07:00,SKU-001,2.0,44.0,1,86.0,1,152.0,1,train
2026-06-30 08:00:00+07:00,SKU-001,5.0,39.0,1,82.0,1,148.0,1,train
2026-06-30 09:00:00+07:00,SKU-001,3.0,36.0,1,80.0,1,152.0,1,train
2026-06-30 10:00:00+07:00,SKU-001,2.0,34.0,1,81.0,1,151.0,1,train
2026-06-30 11:00:00+07:00,SKU-001,3.0,31.0,1,85.0,1,155.0,1,train
2026-06-30 12:00:00+07:00,SKU-001,4.0,27.0,1,89.0,1,154.0,1,train
2026-06-30 13:00:00+07:00,SKU-001,3.0,24.0,1,93.0,1,155.0,1,train
2026-06-30 14:00:00+07:00,SKU-001,5.0,23.0,1,93.0,1,152.0,1,train
2026-06-30 15:00:00+07:00,SKU-001,2.0,22.0,1,95.0,1,155.0,1,train
2026-06-30 16:00:00+07:00,SKU-001,4.0,21.0,1,93.0,1,155.0,1,train
2026-06-30 17:00:00+07:00,SKU-001,2.0,22.0,1,94.0,1,159.0,1,train
2026-06-30 18:00:00+07:00,SKU-001,3.0,24.0,1,92.0,1,160.0,1,train
2026-06-30 19:00:00+07:00,SKU-001,7.0,18.0,1,89.0,1,155.0,1,train
2026-06-30 20:00:00+07:00,SKU-001,1.0,24.0,1,95.0,1,166.0,1,train
2026-06-30 21:00:00+07:00,SKU-001,0.0,26.0,1,101.0,1,175.0,1,train
2026-06-30 22:00:00+07:00,SKU-001,0.0,30.0,1,101.0,1,178.0,1,train
2026-06-30 23:00:00+07:00,SKU-001,0.0,31.0,1,101.0,1,179.0,1,train
2026-07-01 00:00:00+07:00,SKU-001,0.0,32.0,1,101.0,1,181.0,1,train
2026-07-01 01:00:00+07:00,SKU-001,0.0,33.0,1,103.0,1,181.0,1,train
2026-07-01 02:00:00+07:00,SKU-001,0.0,33.0,1,105.0,1,181.0,1,train
2026-07-01 03:00:00+07:00,SKU-001,0.0,33.0,1,105.0,1,181.0,1,train
2026-07-01 04:00:00+07:00,SKU-001,0.0,34.0,1,105.0,1,182.0,1,train
2026-07-01 05:00:00+07:00,SKU-001,0.0,34.0,1,105.0,1,183.0,1,train
2026-07-01 06:00:00+07:00,SKU-001,0.0,36.0,1,107.0,1,184.0,1,train
2026-07-01 07:00:00+07:00,SKU-001,0.0,42.0,1,108.0,1,186.0,1,train
2026-07-01 08:00:00+07:00,SKU-001,0.0,43.0,1,109.0,1,187.0,1,train
2026-07-01 09:00:00+07:00,SKU-001,0.0,44.0,1,116.0,1,190.0,1,train
2026-07-01 10:00:00+07:00,SKU-001,0.0,47.0,1,117.0,1,199.0,1,train
2026-07-01 11:00:00+07:00,SKU-001,0.0,54.0,1,124.0,1,204.0,1,train
2026-07-01 12:00:00+07:00,SKU-001,0.0,62.0,1,127.0,1,208.0,1,train
2026-07-01 13:00:00+07:00,SKU-001,0.0,69.0,0,131.0,0,215.0,0,train
2026-07-01 14:00:00+07:00,SKU-001,4.0,70.0,0,129.0,0,215.0,0,train
2026-07-01 15:00:00+07:00,SKU-001,1.0,73.0,0,133.0,0,219.0,0,train
2026-07-01 16:00:00+07:00,SKU-001,3.0,72.0,0,134.0,0,222.0,0,train
2026-07-01 17:00:00+07:00,SKU-001,3.0,72.0,0,137.0,0,221.0,0,train
2026-07-01 18:00:00+07:00,SKU-001,5.0,68.0,0,136.0,0,223.0,0,train
2026-07-01 19:00:00+07:00,SKU-001,1.0,71.0,0,137.0,0,240.0,0,train
