timestamp,sku_id,latent_demand,latent_mu,baseline_mu,demand_multiplier,content_intensity,censored_units,episode_id,episode_type,split
2026-06-21 00:00:00+07:00,SKU-001,3,0.9873,0.9873,1.0,0.0,0,,,train
2026-06-21 01:00:00+07:00,SKU-001,0,0.6323,0.6323,1.0,0.0,0,,,train
2026-06-21 02:00:00+07:00,SKU-001,0,0.435,0.435,1.0,0.0,0,,,train
2026-06-21 03:00:00+07:00,SKU-001,1,0.3561,0.3561,1.0,0.0,0,,,train
2026-06-21 04:00:00+07:00,SKU-001,0,0.3959,0.3959,1.0,0.0,0,,,train
2026-06-21 05:00:00+07:00,SKU-001,0,0.7128,0.7128,1.0,0.0,0,,,train
2026-06-21 06:00:00+07:00,SKU-001,3,1.5054,1.5054,1.0,0.0,0,,,train
2026-06-21 07:00:00+07:00,SKU-001,2,2.4567,2.4567,1.0,0.0,0,,,train
2026-06-21 08:00:00+07:00,SKU-001,2,3.3686,3.3686,1.0,0.0,0,,,train
2026-06-21 09:00:00+07:00,SKU-001,1,3.9634,3.9634,1.0,0.0,0,,,train
2026-06-21 10:00:00+07:00,SKU-001,5,4.439,4.439,1.0,0.0,0,,,train
2026-06-21 11:00:00+07:00,SKU-001,3,4.9142,4.9142,1.0,0.0,0,,,train
2026-06-21 12:00:00+07:00,SKU-001,3,5.1512,5.1512,1.0,0.0,0,,,train
2026-06-21 13:00:00+07:00,SKU-001,11,4.6746,4.6746,1.0,0.0,0,,,train
2026-06-21 14:00:00+07:00,SKU-001,4,4.1583,4.1583,1.0,0.0,0,,,train
2026-06-21 15:00:00+07:00,SKU-001,5,4.0379,4.0379,1.0,0.0,0,,,train
2026-06-21 16:00:00+07:00,SKU-001,7,4.3526,4.3526,1.0,0.0,0,,,train
2026-06-21 17:00:00+07:00,SKU-001,2,5.0621,5.0621,1.0,0.0,0,,,train
2026-06-21 18:00:00+07:00,SKU-001,7,6.0075,6.0075,1.0,0.0,0,,,train
2026-06-21 19:00:00+07:00,SKU-001,7,7.0302,7.0302,1.0,0.0,0,,,train
2026-06-21 20:00:00+07:00,SKU-001,1,7.3405,7.3405,1.0,0.0,0,,,train
2026-06-21 21:00:00+07:00,SKU-001,9,6.1119,6.1119,1.0,0.0,0,,,train
2026-06-21 22:00:00+07:00,SKU-001,5,4.0184,4.0184,1.0,0.0,0,,,train
2026-06-21 23:00:00+07:00,SKU-001,3,2.0466,2.0466,1.0,0.0,0,,,train
2026-06-22 00:00:00+07:00,SKU-001,0,0.8355,0.8355,1.0,0.0,0,,,train
2026-06-22 01:00:00+07:00,SKU-001,2,0.5341,0.5341,1.0,0.0,0,,,train
2026-06-22 02:00:00+07:00,SKU-001,0,0.3668,0.3668,1.0,0.0,0,,,train
2026-06-22 03:00:00+07:00,SKU-001,0,0.2997,0.2997,1.0,0.0,0,,,train
2026-06-22 04:00:00+07:00,SKU-001,0,0.3326,0.3326,1.0,0.0,0,,,train
2026-06-22 05:00:00+07:00,SKU-001,0,0.5978,0.5978,1.0,0.0,0,,,train
2026-06-22 06:00:00+07:00,SKU-001,0,1.2602,1.2602,1.0,0.0,0,,,train
2026-06-22 07:00:00+07:00,SKU-001,0,2.0531,2.0531,1.0,0.0,0,,,train
2026-06-22 08:00:00+07:00,SKU-001,3,2.8103,2.8103,1.0,0.0,0,,,train
2026-06-22 09:00:00+07:00,SKU-001,2,3.301,3.301,1.0,0.0,0,,,train
2026-06-22 10:00:00+07:00,SKU-001,2,3.691,3.691,1.0,0.0,0,,,train
2026-06-22 11:00:00+07:00,SKU-001,7,4.0795,4.0795,1.0,0.0,0,,,train
2026-06-22 12:00:00+07:00,SKU-001,6,4.2695,4.2695,1.0,0.0,0,,,train
2026-06-22 13:00:00+07:00,SKU-001,3,3.8684,3.8684,1.0,0.0,0,,,train
2026-06-22 14:00:00+07:00,SKU-001,3,3.436,3.436,1.0,0.0,0,,,train
2026-06-22 15:00:00+07:00,SKU-001,5,3.3316,3.3316,1.0,0.0,0,,,train
2026-06-22 16:00:00+07:00,SKU-001,7,3.586,3.586,1.0,0.0,0,,,train
2026-06-22 17:00:00+07:00,SKU-001,9,4.1647,4.1647,1.0,0.0,0,,,train
2026-06-22 18:00:00+07:00,SKU-001,5,4.9358,4.9358,1.0,0.0,0,,,train
2026-06-22 19:00:00+07:00,SKU-001,11,5.7686,5.7686,1.0,0.0,0,,,train
2026-06-22 20:00:00+07:00,SKU-001,4,6.0156,6.0156,1.0,0.0,0,,,train
2026-06-22 21:00:00+07:00,SKU-001,3,5.0028,5.0028,1.0,0.0,0,,,train
2026-06-22 22:00:00+07:00,SKU-001,1,3.2853,3.2853,1.0,0.0,0,,,train
2026-06-22 23:00:00+07:00,SKU-001,3,1.6714,1.6714,1.0,0.0,0,,,train
2026-06-23 00:00:00+07:00,SKU-001,1,0.7547,0.7547,1.0,0.0,0,,,train
2026-06-23 01:00:00+07:00,SKU-001,0,0.482,0.482,1.0,0.0,0,,,train
2026-06-23 02:00:00+07:00,SKU-001,0,0.3307,0.3307,1.0,0.0,0,,,train
2026-06-23 03:00:00+07:00,SKU-001,0,0.27,0.27,1.0,0.0,0,,,train
2026-06-23 04:00:00+07:00,SKU-001,0,0.2993,0.2993,1.0,0.0,0,,,train
2026-06-23 05:00:00+07:00,SKU-001,0,0.5376,0.5376,1.0,0.0,0,,,train
2026-06-23 06:00:00+07:00,SKU-001,1,1.1326,1.1326,1.0,0.0,0,,,train
2026-06-23 07:00:00+07:00,SKU-001,0,1.844,1.844,1.0,0.0,0,,,train
2026-06-23 08:00:00+07:00,SKU-001,1,2.5228,2.5228,1.0,0.0,0,,,train
2026-06-23 09:00:00+07:00,SKU-001,0,2.9618,2.9618,1.0,0.0,0,,,train
2026-06-23 10:00:00+07:00,SKU-001,3,3.3103,3.3103,1.0,0.0,0,,,train
2026-06-23 11:00:00+07:00,SKU-001,3,3.6575,3.6575,1.0,0.0,0,,,train
2026-06-23 12:00:00+07:00,SKU-001,10,3.8267,3.8267,1.0,0.0,0,,,train
2026-06-23 13:00:00+07:00,SKU-001,3,3.4665,3.4665,1.0,0.0,0,,,train
2026-06-23 14:00:00+07:00,SKU-001,1,3.0785,3.0785,1.0,0.0,0,,,train
2026-06-23 15:00:00+07:00,SKU-001,8,2.9848,2.9848,1.0,0.0,0,,,train
2026-06-23 16:00:00+07:00,SKU-001,9,3.2127,3.2127,1.0,0.0,0,,,train
2026-06-23 17:00:00+07:00,SKU-001,5,3.7315,3.7315,1.0,0.0,0,,,train
2026-06-23 18:00:00+07:00,SKU-001,2,4.4231,4.4231,1.0,0.0,0,,,train
2026-06-23 19:00:00+07:00,SKU-001,0,5.1705,5.1705,1.0,0.0,0,,,train
2026-06-23 20:00:00+07:00,SKU-001,6,5.3935,5.3935,1.0,0.0,0,,,train
2026-06-23 21:00:00+07:00,SKU-001,2,4.4871,4.4871,1.0,0.0,0,,,train
2026-06-23 22:00:00+07:00,SKU-001,3,2.948,2.948,1.0,0.0,0,,,train
2026-06-23 23:00:00+07:00,SKU-001,4,1.5005,1.5005,1.0,0.0,0,,,train
2026-06-24 00:00:00+07:00,SKU-001,3,0.7053,0.7053,1.0,0.0,0,,,train
2026-06-24 01:00:00+07:00,SKU-001,0,0.4508,0.4508,1.0,0.0,0,,,train
2026-06-24 02:00:00+07:00,SKU-001,1,0.3095,0.3095,1.0,0.0,0,,,train
2026-06-24 03:00:00+07:00,SKU-001,0,0.2529,0.2529,1.0,0.0,0,,,train
2026-06-24 04:00:00+07:00,SKU-001,0,0.2806,0.2806,1.0,0.0,0,,,train
2026-06-24 05:00:00+07:00,SKU-001,0,0.5045,0.5045,1.0,0.0,0,,,train
2026-06-24 06:00:00+07:00,SKU-001,0,1.0639,1.0639,1.0,0.0,0,,,train
2026-06-24 07:00:00+07:00,SKU-001,0,1.734,1.734,1.0,0.0,0,,,train
2026-06-24 08:00:00+07:00,SKU-001,2,2.3751,2.3751,1.0,0.0,0,,,train
2026-06-24 09:00:00+07:00,SKU-001,2,2.7917,2.7917,1.0,0.0,0,,,train
2026-06-24 10:00:00+07:00,SKU-001,11,3.1243,3.1243,1.0,0.0,0,,,train
2026-06-24 11:00:00+07:00,SKU-001,2,3.4566,3.4566,1.0,0.0,0,,,train
2026-06-24 12:00:00+07:00,SKU-001,0,3.6216,3.6216,1.0,0.0,0,,,train
2026-06-24 13:00:00+07:00,SKU-001,1,3.2855,3.2855,1.0,0.0,0,,,train
2026-06-24 14:00:00+07:00,SKU-001,2,2.9222,2.9222,1.0,0.0,0,,,train
2026-06-24 15:00:00+07:00,SKU-001,1,2.8377,2.8377,1.0,0.0,0,,,train
2026-06-24 16:00:00+07:00,SKU-001,2,3.0594,3.0594,1.0,0.0,0,,,train
2026-06-24 17:00:00+07:00,SKU-001,4,3.5593,3.5593,1.0,0.0,0,,,train
2026-06-24 18:00:00+07:00,SKU-001,5,4.2262,4.2262,1.0,0.0,0,,,train
2026-06-24 19:00:00+07:00,SKU-001,1,4.9491,4.9491,1.0,0.0,0,,,train
2026-06-24 20:00:00+07:00,SKU-001,0,5.1719,5.1719,1.0,0.0,0,,,train
2026-06-24 21:00:00+07:00,SKU-001,6,4.3106,4.3106,1.0,0.0,0,,,train
2026-06-24 22:00:00+07:00,SKU-001,5,2.8374,2.8374,1.0,0.0,0,,,train
2026-06-24 23:00:00+07:00,SKU-001,3,1.447,1.447,1.0,0.0,0,,,train
2026-06-25 00:00:00+07:00,SKU-001,0,0.7256,0.7256,1.0,0.0,0,,,train
2026-06-25 01:00:00+07:00,SKU-001,0,0.4646,0.4646,1.0,0.0,0,,,train
2026-06-25 02:00:00+07:00,SKU-001,0,0.3196,0.3196,1.0,0.0,0,,,train
2026-06-25 03:00:00+07:00,SKU-001,1,0.2617,0.2617,1.0,0.0,0,,,train
2026-06-25 04:00:00+07:00,SKU-001,0,0.291,0.291,1.0,0.0,0,,,train
2026-06-25 05:00:00+07:00,SKU-001,1,0.5242,0.5242,1.0,0.0,0,,,train
2026-06-25 06:00:00+07:00,SKU-001,1,1.1077,1.1077,1.0,0.0,0,,,train
2026-06-25 07:00:00+07:00,SKU-001,2,1.8092,1.8092,1.0,0.0,0,,,train
2026-06-25 08:00:00+07:00,SKU-001,2,2.4832,2.4832,1.0,0.0,0,,,train
2026-06-25 09:00:00+07:00,SKU-001,2,2.9248,2.9248,1.0,0.0,0,,,train
2026-06-25 10:00:00+07:00,SKU-001,3,3.28,3.28,1.0,0.0,0,,,train
2026-06-25 11:00:00+07:00,SKU-001,2,3.6362,3.6362,1.0,0.0,0,,,train
2026-06-25 12:00:00+07:00,SKU-001,1,3.8176,3.8176,1.0,0.0,0,,,train
2026-06-25 13:00:00+07:00,SKU-001,3,3.4703,3.4703,1.0,0.0,0,,,train
2026-06-25 14:00:00+07:00,SKU-001,8,3.0928,3.0928,1.0,0.0,0,,,train
2026-06-25 15:00:00+07:00,SKU-001,4,3.0093,3.0093,1.0,0.0,0,,,train
2026-06-25 16:00:00+07:00,SKU-001,5,3.2508,3.2508,1.0,0.0,0,,,train
2026-06-25 17:00:00+07:00,SKU-001,5,3.7893,3.7893,1.0,0.0,0,,,train
2026-06-25 18:00:00+07:00,SKU-001,3,4.508,4.508,1.0,0.0,0,,,train
2026-06-25 19:00:00+07:00,SKU-001,5,5.2889,5.2889,1.0,0.0,0,,,train
2026-06-25 20:00:00+07:00,SKU-001,1,5.5372,5.5372,1.0,0.0,0,,,train
2026-06-25 21:00:00+07:00,SKU-001,2,4.6234,4.6234,1.0,0.0,0,,,train
2026-06-25 22:00:00+07:00,SKU-001,6,3.0486,3.0486,1.0,0.0,0,,,train
2026-06-25 23:00:00+07:00,SKU-001,1,1.5574,1.5574,1.0,0.0,0,,,train
2026-06-26 00:00:00+07:00,SKU-001,0,0.8422,0.8422,1.0,0.0,0,,,train
2026-06-26 01:00:00+07:00,SKU-001,0,0.5402,0.5402,1.0,0.0,0,,,train
2026-06-26 02:00:00+07:00,SKU-001,1,0.3722,0.3722,1.0,0.0,0,,,train
2026-06-26 03:00:00+07:00,SKU-001,0,0.3052,0.3052,1.0,0.0,0,,,train
2026-06-26 04:00:00+07:00,SKU-001,1,0.3398,0.3398,1.0,0.0,0,,,train
2026-06-26 05:00:00+07:00,SKU-001,0,0.6131,0.6131,1.0,0.0,0,,,train
2026-06-26 06:00:00+07:00,SKU-001,0,1.2973,1.2973,1.0,0.0,0,,,train
2026-06-26 07:00:00+07:00,SKU-001,5,2.1216,2.1216,1.0,0.0,0,,,train
2026-06-26 08:00:00+07:00,SKU-001,4,2.9154,2.9154,1.0,0.0,0,,,train
2026-06-26 09:00:00+07:00,SKU-001,2,3.4379,3.4379,1.0,0.0,0,,,train
2026-06-26 10:00:00+07:00,SKU-001,4,3.8595,3.8595,1.0,0.0,0,,,train
2026-06-26 11:00:00+07:00,SKU-001,8,4.2832,4.2832,1.0,0.0,0,,,train
2026-06-26 12:00:00+07:00,SKU-001,0,4.501,4.501,1.0,0.0,0,,,train
2026-06-26 13:00:00+07:00,SKU-001,3,4.0952,4.0952,1.0,0.0,0,,,train
2026-06-26 14:00:00+07:00,SKU-001,4,3.6527,3.6527,1.0,0.0,0,,,train
2026-06-26 15:00:00+07:00,SKU-001,0,3.5567,3.5567,1.0,0.0,0,,,train
2026-06-26 16:00:00+07:00,SKU-001,6,3.8447,3.8447,1.0,0.0,0,,,train
2026-06-26 17:00:00+07:00,SKU-001,3,4.4843,4.4843,1.0,0.0,0,,,train
2026-06-26 18:00:00+07:00,SKU-001,9,5.3375,5.3375,1.0,0.0,0,,,train
2026-06-26 19:00:00+07:00,SKU-001,10,6.2649,6.2649,1.0,0.0,0,,,train
2026-06-26 20:00:00+07:00,SKU-001,6,6.5615,6.5615,1.0,0.0,0,,,train
2026-06-26 21:00:00+07:00,SKU-001,1,5.4803,5.4803,1.0,0.0,0,,,train
2026-06-26 22:00:00+07:00,SKU-001,6,3.6145,3.6145,1.0,0.0,0,,,train
2026-06-26 23:00:00+07:00,SKU-001,3,1.8467,1.8467,1.0,0.0,0,,,train
2026-06-27 00:00:00+07:00,SKU-001,1,1.0354,1.0354,1.0,0.0,0,,,train
2026-06-27 01:00:00+07:00,SKU-001,1,1.1198,1.1198,1.0,0.0,0,,,train
2026-06-27 02:00:00+07:00,SKU-001,0,0.7715,0.7715,1.0,0.0,0,,,train
2026-06-27 03:00:00+07:00,SKU-001,3,0.6325,0.6325,1.0,0.0,0,,,train
2026-06-27 04:00:00+07:00,SKU-001,0,0.7042,0.7042,1.0,0.0,0,,,train
2026-06-27 05:00:00+07:00,SKU-001,1,1.2701,1.2701,1.0,0.0,0,,,train
2026-06-27 06:00:00+07:00,SKU-001,3,2.6865,2.6865,1.0,0.0,0,,,train
2026-06-27 07:00:00+07:00,SKU-001,3,4.4517,4.4517,1.0,0.0,0,,,train
2026-06-27 08:00:00+07:00,SKU-001,4,6.1144,6.1144,1.0,0.0,0,,,train
2026-06-27 09:00:00+07:00,SKU-001,13,7.2062,7.2062,1.0,0.0,0,,,train
2026-06-27 10:00:00+07:00,SKU-001,8,8.0849,8.0849,1.0,0.0,0,,,train
2026-06-27 11:00:00+07:00,SKU-001,8,8.9661,8.9661,1.0,0.0,1,,,train
2026-06-27 12:00:00+07:00,SKU-001,13,9.4151,9.4151,1.0,0.0,13,,,train
2026-06-27 13:00:00+07:00,SKU-001,14,8.5592,8.5592,1.0,0.0,14,,,train
2026-06-27 14:00:00+07:00,SKU-001,13,7.6276,7.6276,1.0,0.0,13,,,train
2026-06-27 15:00:00+07:00,SKU-001,4,7.4202,7.4202,1.0,0.0,4,,,train
2026-06-27 16:00:00+07:00,SKU-001,8,8.013,8.013,1.0,0.0,8,,,train
2026-06-27 17:00:00+07:00,SKU-001,8,9.3362,9.3362,1.0,0.0,8,,,train
2026-06-27 18:00:00+07:00,SKU-001,2,11.1003,11.1003,1.0,0.0,2,,,train
2026-06-27 19:00:00+07:00,SKU-001,14,13.014,13.014,1.0,0.0,14,,,train
2026-06-27 20:00:00+07:00,SKU-001,21,13.6135,13.6135,1.0,0.0,21,,,train
2026-06-27 21:00:00+07:00,SKU-001,8,11.356,11.356,1.0,0.0,8,,,train
2026-06-27 22:00:00+07:00,SKU-001,6,7.48,7.48,1.0,0.0,6,,,train
2026-06-27 23:00:00+07:00,SKU-001,1,3.8166,3.8166,1.0,0.0,1,,,train
2026-06-28 00:00:00+07:00,SKU-001,2,1.7216,1.7216,1.0,0.0,2,,,train
2026-06-28 01:00:00+07:00,SKU-001,2,1.1026,1.1026,1.0,0.0,2,,,train
2026-06-28 02:00:00+07:00,SKU-001,2,0.7585,0.7585,1.0,0.0,0,,,train
2026-06-28 03:00:00+07:00,SKU-001,0,0.6209,0.6209,1.0,0.0,0,,,train
2026-06-28 04:00:00+07:00,SKU-001,0,0.6902,0.6902,1.0,0.0,0,,,train
2026-06-28 05:00:00+07:00,SKU-001,2,1.2429,1.2429,1.0,0.0,0,,,train
2026-06-28 06:00:00+07:00,SKU-001,0,2.6248,2.6248,1.0,0.0,0,,,train
2026-06-28 07:00:00+07:00,SKU-001,2,4.2836,4.2836,1.0,0.0,0,,,train
2026-06-28 08:00:00+07:00,SKU-001,14,5.8735,5.8735,1.0,0.0,0,,,train
2026-06-28 09:00:00+07:00,SKU-001,2,6.9106,6.9106,1.0,0.0,0,,,train
2026-06-28 10:00:00+07:00,SKU-001,5,7.7398,7.7398,1.0,0.0,0,,,train
2026-06-28 11:00:00+07:00,SKU-001,17,8.5684,8.5684,1.0,0.0,0,,,train
2026-06-28 12:00:00+07:00,SKU-001,9,8.9816,8.9816,1.0,0.0,0,,,train
2026-06-28 13:00:00+07:00,SKU-001,4,8.1506,8.1506,1.0,0.0,0,,,train
2026-06-28 14:00:00+07:00,SKU-001,12,7.2503,7.2503,1.0,0.0,0,,,train
2026-06-28 15:00:00+07:00,SKU-001,7,7.0404,7.0404,1.0,0.0,0,,,train
2026-06-28 16:00:00+07:00,SKU-001,10,7.589,7.589,1.0,0.0,0,,,train
2026-06-28 17:00:00+07:00,SKU-001,17,8.8261,8.8261,1.0,0.0,0,,,train
2026-06-28 18:00:00+07:00,SKU-001,13,10.4744,10.4744,1.0,0.0,0,,,train
2026-06-28 19:00:00+07:00,SKU-001,15,12.2576,12.2576,1.0,0.0,13,,,train
2026-06-28 20:00:00+07:00,SKU-001,20,12.7986,12.7986,1.0,0.0,20,,,train
2026-06-28 21:00:00+07:00,SKU-001,13,10.6565,10.6565,1.0,0.0,13,,,train
2026-06-28 22:00:00+07:00,SKU-001,10,7.0063,7.0063,1.0,0.0,10,,,train
2026-06-28 23:00:00+07:00,SKU-001,7,3.5683,3.5683,1.0,0.0,7,,,train
2026-06-29 00:00:00+07:00,SKU-001,1,1.4567,1.4567,1.0,0.0,1,,,train
2026-06-29 01:00:00+07:00,SKU-001,0,0.9312,0.9312,1.0,0.0,0,,,train
2026-06-29 02:00:00+07:00,SKU-001,2,0.6395,0.6395,1.0,0.0,2,,,train
2026-06-29 03:00:00+07:00,SKU-001,1,0.5225,0.5225,1.0,0.0,1,,,train
2026-06-29 04:00:00+07:00,SKU-001,2,0.5798,0.5798,1.0,0.0,2,,,train
2026-06-29 05:00:00+07:00,SKU-001,0,1.0423,1.0423,1.0,0.0,0,,,train
2026-06-29 06:00:00+07:00,SKU-001,2,2.1972,2.1972,1.0,0.0,2,,,train
2026-06-29 07:00:00+07:00,SKU-001,5,3.5795,3.5795,1.0,0.0,5,,,train
2026-06-29 08:00:00+07:00,SKU-001,6,4.8998,4.8998,1.0,0.0,6,,,train
2026-06-29 09:00:00+07:00,SKU-001,4,5.7553,5.7553,1.0,0.0,4,,,train
2026-06-29 10:00:00+07:00,SKU-001,7,6.4353,6.4353,1.0,0.0,7,,,train
2026-06-29 11:00:00+07:00,SKU-001,3,7.1127,7.1127,1.0,0.0,3,,,train
2026-06-29 12:00:00+07:00,SKU-001,7,7.4438,7.4438,1.0,0.0,7,,,train
2026-06-29 13:00:00+07:00,SKU-001,9,6.7446,6.7446,1.0,0.0,9,,,train
2026-06-29 14:00:00+07:00,SKU-001,5,5.9906,5.9906,1.0,0.0,0,,,train
2026-06-29 15:00:00+07:00,SKU-001,8,5.8085,5.8085,1.0,0.0,0,,,train
2026-06-29 16:00:00+07:00,SKU-001,7,6.2521,6.2521,1.0,0.0,0,,,train
2026-06-29 17:00:00+07:00,SKU-001,9,7.2611,7.2611,1.0,0.0,0,,,train
2026-06-29 18:00:00+07:00,SKU-001,17,8.6055,8.6055,1.0,0.0,0,,,train
2026-06-29 19:00:00+07:00,SKU-001,12,10.0573,10.0573,1.0,0.0,0,,,train
2026-06-29 20:00:00+07:00,SKU-001,17,10.488,10.488,1.0,0.0,0,,,train
2026-06-29 21:00:00+07:00,SKU-001,3,8.7221,8.7221,1.0,0.0,0,,,train
2026-06-29 22:00:00+07:00,SKU-001,3,5.7278,5.7278,1.0,0.0,0,,,train
2026-06-29 23:00:00+07:00,SKU-001,4,2.914,2.914,1.0,0.0,0,,,train
2026-06-30 00:00:00+07:00,SKU-001,0,1.3158,1.3158,1.0,0.0,0,,,train
2026-06-30 01:00:00+07:00,SKU-001,1,0.8403,0.8403,1.0,0.0,0,,,train
2026-06-30 02:00:00+07:00,SKU-001,1,0.5765,0.5765,1.0,0.0,0,,,train
2026-06-30 03:00:00+07:00,SKU-001,1,0.4707,0.4707,1.0,0.0,0,,,train
2026-06-30 04:00:00+07:00,SKU-001,0,0.3053,0.3053,1.0,0.0,0,,,train
2026-06-30 05:00:00+07:00,SKU-001,1,0.5484,0.5484,1.0,0.0,0,,,train
2026-06-30 06:00:00+07:00,SKU-001,1,1.1552,1.1552,1.0,0.0,0,,,train
2026-06-30 07:00:00+07:00,SKU-001,2,1.8808,1.8808,1.0,0.0,0,,,train
2026-06-30 08:00:00+07:00,SKU-001,6,2.5731,2.5731,1.0,0.0,0,,,train
2026-06-30 09:00:00+07:00,SKU-001,3,3.0208,3.0208,1.0,0.0,0,,,train
2026-06-30 10:00:00+07:00,SKU-001,2,3.3763,3.3763,1.0,0.0,0,,,train
2026-06-30 11:00:00+07:00,SKU-001,3,3.7304,3.7304,1.0,0.0,0,,,train
2026-06-30 12:00:00+07:00,SKU-001,4,3.903,3.903,1.0,0.0,0,,,train
2026-06-30 13:00:00+07:00,SKU-001,3,3.5356,3.5356,1.0,0.0,0,,,train
2026-06-30 14:00:00+07:00,SKU-001,5,3.1399,3.1399,1.0,0.0,0,,,train
2026-06-30 15:00:00+07:00,SKU-001,2,3.0442,3.0442,1.0,0.0,0,,,train
2026-06-30 16:00:00+07:00,SKU-001,4,3.2768,3.2768,1.0,0.0,0,,,train
2026-06-30 17:00:00+07:00,SKU-001,2,3.8058,3.8058,1.0,0.0,0,,,train
2026-06-30 18:00:00+07:00,SKU-001,4,4.5112,4.5112,1.0,0.0,0,,,train
2026-06-30 19:00:00+07:00,SKU-001,7,5.2734,5.2734,1.0,0.0,0,,,train
2026-06-30 20:00:00+07:00,SKU-001,2,5.5009,5.5009,1.0,0.0,0,,,train
2026-06-30 21:00:00+07:00,SKU-001,5,4.5764,4.5764,1.0,0.0,5,,,train
2026-06-30 22:00:00+07:00,SKU-001,4,3.0067,3.0067,1.0,0.0,4,,,train
2026-06-30 23:00:00+07:00,SKU-001,2,1.5304,1.5304,1.0,0.0,2,,,train
2026-07-01 00:00:00+07:00,SKU-001,1,0.7194,0.7194,1.0,0.0,1,,,train
2026-07-01 01:00:00+07:00,SKU-001,0,0.4597,0.4597,1.0,0.0,0,,,train
2026-07-01 02:00:00+07:00,SKU-001,0,0.3156,0.3156,1.0,0.0,0,,,train
2026-07-01 03:00:00+07:00,SKU-001,0,0.2579,0.2579,1.0,0.0,0,,,train
2026-07-01 04:00:00+07:00,SKU-001,0,0.2862,0.2862,1.0,0.0,0,,,train
2026-07-01 05:00:00+07:00,SKU-001,0,0.5145,0.5145,1.0,0.0,0,,,train
2026-07-01 06:00:00+07:00,SKU-001,0,1.0851,1.0851,1.0,0.0,0,,,train
2026-07-01 07:00:00+07:00,SKU-001,2,1.7685,1.7685,1.0,0.0,2,,,train
2026-07-01 08:00:00+07:00,SKU-001,3,2.4223,2.4223,1.0,0.0,3,,,train
2026-07-01 09:00:00+07:00,SKU-001,7,2.8473,2.8473,1.0,0.0,7,,,train
